Grata Link,Company Id,Domain,Name,Description,LinkedIn,Revenue Estimate,Employee Estimate,Employees on Professional Networks,Employee Growth (Monthly),Employee Growth (Quarterly),Employee Growth (6 months),Employee Growth (Annual),Headquarters,Mailing Address,Year Founded,Ownership,Owner,Investors,Ultimate Owner,Funding Stage,Last Funding Amount,Last Funding Date,Total Funding Amount,Total Funding Rounds,Business Model,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,Grata Industries,Primary Email,Primary Phone,Notes,Executive First Name,Executive Last Name,Executive Title,Executive Email,Executive Email Deliverability,Executive Linkedin,Key People,Status,Priority,Owner.1,Last Touch Date,PFL Status,Last Pipeline Decline Date,Rank
,,blis.com,Blis,"Blis is the audience-first platform that doesn't rely on personal data. We’re an integrated planning and buying platform that delivers scaled, relevant and high-performing audiences, helping the world’s largest brands and media agencies achieve their goals. Over the past 18 years, Blis has built its reputation on delivering award-winning location-powered advertising solutions. In today’s consumer-centric landscape, Blis is transforming the role of location data by combining it with a broad range of rich and powerful datasets to give our clients the deepest audience understanding available. Our unique approach to integrated planning and buying provides personalised targeting and performance without reliance on personal data.",,,343.0,,,,,4.24%,"London, UK",,2004.0,,Kapil Desai,,,,,2022-06-21,26400000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,beatriz.vieira@blis.com,,,Gregor,Isbister,"Founder, Chief Executive Officer & Board Member",,Unknown,https://www.linkedin.com/in/gregorisbister/,"Gregor Isbister (Founder, Chief Executive Officer & Board Member), Parm Dhami (CFO)",,,,2019-08-01T07:17:49.000+0000,,,1.0
,,auvik.com,Auvik Networks,"SaaS sprawl. Constantly evolving hybrid workplaces. IT requests that interrupt critical work. Embrace change with Auvik’s cloud-based IT management platform that reduces friction and increases agility—for IT teams, managed service providers (MSPs), end users, and entire organizations. Simplify Everything Simplicity of deployment, combined with ease of use and effortless automation gives you significant time savings.",,,341.0,,,,,1.48%,"Waterloo, Canada",,2011.0,,,,,,15580000.0,2018-05-15,39380000.0,6.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,sales@auvik.com,1-226-210-4433,,Douglas,Murray,Chief Executive Officer,dmurray@auvik.com,Deliverable,,"Douglas Murray (Chief Executive Officer), Alex Hoff (Co-Founder, CPO)",,,,,,,1.0
,,crexi.com,Crexi,"CREXi is a platform developed to advance the trillion-dollar commercial real estate (CRE) industry by supplying users with technology to simplify and expedite the transaction process. It provides industry professionals access to a CRE toolset. The company was founded in 2015 and is based in Los Angeles, California.",,,341.0,,,,,3.92%,"Los Angeles, CA",,2015.0,,,,,,30000000.0,2020-01-24,45300000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Real Estate and Property Management Software,support@crexi.com,1-949-264-5060,,Michael,DeGiorgio,Founder & CEO,mdegiorgio@crexi.com,Deliverable,https://www.linkedin.com/in/michaeldegiorgio/,"Michael DeGiorgio (Founder & CEO), Erek Benz (Co-Founder)",,,,,,,1.0
,,agdata.com,"Agdata, Lp","We are the most trusted provider of data collection and management, marketing program management, and analytical solutions for our Crop and Animal Health industry clients. With data services at the core—surrounded by an extensible array of streamlined software solutions—our unified platform represents over three decades of innovation and expertise in the agriculture, crop protection, specialty chemical and animal health industries. Backed by an entrepreneurial, creative and energetic work force, teammates at AGDATA are pushing the boundaries of technology to enhance our relationships with our clients. We are a growing team, focused on adding creative, knowledgeable individuals who are ready to jump right in and make an immediate impact.",,,338.0,,,,,8.95%,"Charlotte, NC",,1985.0,,,,,,,2006-01-01,69000000.0,1.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Agriculture Software,contactus@agdata.com,1-704-367-4600,,J. Heffy,Provost,CEO,,Unknown,https://www.linkedin.com/in/j-heffy-provost-1440002/,"J. Heffy Provost (CEO), Verl Purdy (Co-Founder)",,,,,,,1.0
,,tropicapp.io,Tropic,"Tropic operates as a tech-enabled procurement service for startups providing a financial management platform. The company offers source intelligence, financial controls, accounting automation, and more. It aims to help companies save time and money by delivering unprecedented visibility, control, and ease at every stage of their purchasing. It was founded in 2019 and is based in New York, New York.",,,337.0,,,,,6.37%,"New York, NY",,2019.0,,Carson Bliss,,,,40000000.0,2022-02-15,67100000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,info@tropicapp.io,1-800-981-6303,,David,Campbell,CEO & Co-Founder,david@tropicapp.io,Deliverable,https://www.linkedin.com/in/davidtropic/,"David Campbell (CEO & Co-Founder), Justin Etkin (Co-founder and COO)",,,,2024-07-13T22:49:48.000+0000,,2022-02-15,1.0
,,evenuplaw.com,EvenUp,"Never draft a demand again. At EvenUp, our team of former defense counsel, economists, and AI engineers work with leading personal injury firms to prepare demand packages at a fraction of the cost needed to do the work internally, in addition to saving time (5+ hours per case) and settling cases for higher amounts (30% or more).",,,337.0,,,,,158.78%,"San Francisco, CA",,2019.0,,Killian Bubrosky,,,,50500000.0,2023-04-06,64500000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Legal Software,hello@evenuplaw.com,1-415-406-9002,,Rami,Karabibar,CEO & Co-founder,rami@evenuplaw.com,Deliverable,https://www.linkedin.com/in/rami-karabibar-2bb3ab45/,"Rami Karabibar (CEO & Co-founder), Raymond Mieszaniec (COO & Co-Founder)",,,,2024-07-13T22:58:12.000+0000,,,1.0
,,eton-solutions.com,Eton Solutions LP,"Eton Solutions is a software and services company founded to handle the complexities of servicing ultra-high-net-worth families. Created by family office leaders, Eton Solutions’ flagship product is AtlasFive, an integrated family office software platform with over $737+billion managed on platform that holistically aggregates and manages all a family office's data, reporting, and workflow processes. With one source of truth, Eton Solutions leads family offices into the future by maximizing efficiency and minimizing errors and risk.",,,335.0,,,,,8.71%,"Morrisville, NC",,2015.0,,,,,,38000000.0,2022-07-12,60740000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Financial Software,info@eton-solutions.com,1-919-502-1236,,Robert,Mallernee,"CEO - Eton Solutions, LP",rmallernee@nc.rr.com,Deliverable,https://www.linkedin.com/in/robert-mallernee-7a3a4714/,"Robert Mallernee (CEO - Eton Solutions, LP), Bill Green (CFO)",,,,,,,1.0
,,chownow.com,ChowNow,"ChowNow is an ordering platform dedicated to helping local restaurants grow and compete in a sustainable way. ChowNow helps local restaurants thrive. By helping diners discover the restaurants' delicious creations and helping restaurants connect with customers. ChowNow powers branded online ordering systems for independent restaurants via the restaurants’ own websites, on Facebook and Google pages, through ChowNow-created apps, and via ChowNow’s website, while also providing the restaurant partners key customer insights and marketing support. The company does its services for a reasonable monthly fee, without the predatory third-party commissions charged by competitors.",,,334.0,,,,,-2.88%,"Culver City, CA",,2010.0,,Kapil Desai,,,,21000000.0,2019-05-08,63750000.0,10.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Restaurant and Food Service Management Software,support@chownow.com,1-732-775-1800,,Chris,Webb,"Co-Founder, Chief Executive Officer, President & Board Member",christopher.webb@chownow.com,Potentially Deliverable,https://www.linkedin.com/in/cwebb227/,"Chris Webb (Co-Founder, Chief Executive Officer, President & Board Member), Eric Jaffe (Co-Founder, Chief Operating Officer & Board Member)",,,,2024-07-13T20:16:51.000+0000,,,1.0
,,fisdom.com,Fisdom,"Fisdom is a leading digital wealth platform that offers a comprehensive range of financial products and services to retail and mass affluent customers in India. We offer a holistic set of financial products including listed stocks, mutual funds, pension funds, sovereign bonds, insurance, and taxation, making it a one-stop-shop for all financial needs. We have innovated the wealthtech industry in India by pioneering the B2B2C distribution model through strategic partnerships with 15 leading banks in the country. This gives us exclusive access to a customer base of more than 400 million. Our platform, through SDKs, is seamlessly integrated into the mobile banking apps of our partner banks, providing customers with a seamless and convenient experience.",,,334.0,,,,,-11.75%,"Maharashtra, India",,2015.0,,,,,,5000000.0,2024-01-09,42500000.0,7.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Financial Software,compliance@fisdom.com,918951949507,,Subramanya,SV,"Co-Founder, Chief Executive Officer and Board Member",,Unknown,https://www.linkedin.com/in/subramanya-s-v-1864982/,"Subramanya SV (Co-Founder, Chief Executive Officer and Board Member), Anand Dalmia (Co-Founder, Chief Business Officer and Board Member)",,,,,,,1.0
,,earnix.com,Earnix,"Earnix provides predictive analytics solutions for the financial services industry. It focuses on unlocking new strategies, processes, and an evolving ecosystem of technologies to help insurers and banks operate. It helps in business operations, pricing and rating, customer engagement, product personalization, and more. It serves the telematics, health, and insurance industries. The company was founded in 2001 and is based in Ramat Gan, Israel.",,,332.0,,,,,-0.59%,"Ramat Gan, Israel",,2001.0,,David Sack,,,,75000000.0,2021-02-21,98500000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Financial Software,info@earnix.com,97237538292,,Sammy,Krikler,Founder,sammyk@earnix.com,Deliverable,https://www.linkedin.com/in/sammy-krikler-0898287/,"Sammy Krikler (Founder), Erel N. Margalit (Chairman Of The Board)",,,,2024-06-22T12:14:33.000+0000,,,1.0
,,classera.com,Classera,"Classera provides an electronic learning platform. It specializes in the educational marketplace for education technology and educational products. The company offers student information systems, student attendance systems, social learning, grade books, and more. Its products are C-Pay, C- C-Reality, C-Smarter, and Edumalls which enable its users to learn. The company also offers corporate training services for skill enhancement.",,,329.0,,,,,24.53%,"San Francisco, CA",,2011.0,,,,,,40000000.0,2022-10-27,40000000.0,1.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Education Software,info@classera.com,201282014002,,Mohammad,Almadani,Co-Founder & CEO,almadani@classera.com,Deliverable,https://www.linkedin.com/in/mohammad-s-almadani-12307b29/,"Mohammad S. Almadani (Co-Founder & CEO), Tariq Hassan Khan (CFO)",,,,,,,1.0
,,abtasty.com,AB Tasty,"At AB Tasty, we’re your partner for pushing great ideas even further through optimization. We achieve this by empowering brands to build better experiences using personalization, experimentation, recommendations, search, and the market’s only emotions-based segmentation solution. Our all-in-one platform offers web and API solutions for a unified approach to creating seamless experiences. We are a trusted partner in optimization and innovation to over 1,100 brands including Kering, McDonald’s, Ulta Beauty, L’Oreal, Disneyland Paris, LVMH, and many others. Our global team of experts is what sets us apart with an unmatched customer-first mindset embedded into company culture.",,,329.0,,,,,14.29%,"Paris, France",,2009.0,,Grady Kidder,,,,40000000.0,2020-07-22,63540000.0,9.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,hello@abtasty.com,33184178752,,Rémi,Aubert,Co-CEO & Co-Founder,remi@abtasty.com,Deliverable,https://www.linkedin.com/in/remiaubert/,"Rémi Aubert (Co-CEO & Co-Founder), Alix de Sagazan (Co-CEO & Co-Founder)",,,,2024-06-22T12:15:24.000+0000,,,1.0
,,proglove.com,ProGlove,"We provide smart wearable scanner solutions that fuel a continual stream of worker-driven productivity gains. More than 2,000 global industrial customers trust our innovations. We are on a mission to enable our customers to optimize worker experience, maximize uptime, and get more done with their existing teams. In a nutshell: Our hard- and software solutions augment the boots on the ground and promote human-machine collaboration. This brings speed, accuracy, guidance, and ergonomics to the shopfloor workers.",,,327.0,,,,,1.54%,"Bavaria, Germany",,2014.0,,,,,,40000000.0,2019-09-09,48900000.0,8.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,"Transportation, Supply Chain & Logistics Management Software",sales@proglove.com,498912085158,,Paul,Gunther,Founder,paul@proglove.de,Deliverable,https://www.linkedin.com/in/paul-g%C3%BCnther-a2491976/?originalSubdomain=de,"Paul Gunther (Founder), Jonas Girardet (Founder)",,,,,,,1.0
,,creatoriq.com,CreatorIQ,"CreatorIQ is the most trusted software solution for companies seeking to advance their influencer marketing maturity in the age of the creator economy. Using CreatorIQ, our customers cultivate authentic partnerships with creators to reach broader business objectives. Our Intelligence Cloud facilitates data science-enabled creator discovery, streamlines workflow, ensures brand safety, and drives meaningful measurement, and the world’s most innovative companies trust CreatorIQ to power their influencer marketing programs. ABInbev, Airbnb, Calvin Klein, CVS, Disney, H&M, Sephora, and Unilever are just some of the brands that utilize CreatorIQ’s platform to drive real business results across their influencer marketing ecosystems. Founded in 2014, CreatorIQ is headquartered in Los Angeles with offices in New York, Chicago, London, and Ukraine.",,,326.0,,,,,12.89%,"Culver City, CA",,2014.0,,,,,,40000000.0,2021-09-14,79000000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,,,,Daniel,Murray,President & Board Member,daniel.murray@creatoriq.com,Deliverable,,Daniel Murray (President & Board Member),,,,,,,1.0
,,higherlogic.com,Higher Logic,"Higher Logic is an industry leader in cloud-based engagement platforms. Our data-driven approach gives organizations an expanded suite of engagement capabilities, including online communities and marketing automation. From the initial web visit to renewal and ongoing engagement, we help you track and manage interactions along each stage of the digital customer experience. Organizations worldwide use Higher Logic to bring people all together, by giving their community a home where they can interact, share ideas, answer questions, and stay connected. Everything we do - the tools and features in our software, our services, partnerships, best practices - drives our ultimate goal of making your organization successful.",,,326.0,,,,,-6.90%,,,2007.0,,,,,,55000000.0,2016-09-29,55000000.0,1.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,sales@higherlogic.com,1-571-577-9505,,Rob,Wenger,Chief Executive Officer,rob@higherlogic.com,Deliverable,https://www.linkedin.com/in/robwenger/,"Rob Wenger (Chief Executive Officer), Tricia Benedix (Chief Financial Officer)",,,,,,,1.0
,,disprz.ai,Disprz,"Disprz is a leading provider of GenAI-powered, learning and skilling suite (LMS, LXP, and FLE) helping organizations unlock business potential by enabling personalized learning for both knowledge and frontline workers. With a backing of $30mn in Series C funding, Disprz is marking a leap towards global GTM expansion and evolving into a comprehensive people intelligence suite. We are rapidly investing in GenAI capabilities and are all set to revolutionize skill-based talent management. With over 3.5 million learners in India, Southeast Asia, the US, and the Middle East, Disprz is trusted by major brands, such as Amazon, GE Aviation, Yoma Bank, Thrasio, Standard Chartered, Starbucks, Emirates NBD, HDFC ERGO, Indian Oil, PETRONAS, and DG Sharaf, and 375+ others across the globe. We firmly believe in creating a global learning community where everyone, from knowledge workers to frontline employees, has equitable access to skill development opportunities.",,,322.0,,,,,12.15%,"West Orange, NJ",,2015.0,,Allison Forlenza,,,,30000000.0,2023-08-07,52600000.0,6.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Human Resource (HR) Software,,,,Subramanian,Viswanathan,"Co-Founder, Chief Executive Officer",subramanian.s@disprz.com,Potentially Deliverable,https://www.linkedin.com/in/subramanian-subbu-viswanathan-7946632/,"Subramanian Viswanathan (Co-Founder, Chief Executive Officer), Kuljit Chadha (Co-Founder and Chief Operating Officer)",,,,2024-07-13T22:51:29.000+0000,,2022-11-09,1.0
,,tempo.io,Tempo Software,"Tempo is a company that specializes in project, product, and portfolio management solutions. The company offers a range of services including automated time tracking, capacity reporting, project cost tracking, financial tracking for projects, and data visualization for project progress. These services primarily cater to sectors such as client services, IT service management, and enterprise solutions. It was founded in 2015 and is based in Burlington, Massachusetts.",,,322.0,,,,,26.98%,"Boston, MA",,2008.0,,Grady Kidder,,,,,,34500000.0,0.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Human Resource (HR) Software,,,,Mark,Lorion,Chief Executive Officer,mlorion@tempo.io,Deliverable,https://www.linkedin.com/in/marklorion/,"Mark Lorion (Chief Executive Officer), Ron Nayot (Chairman Of The Board)",,,,2024-06-22T12:15:48.000+0000,,,1.0
,,katalon.com,Katalon,"Katalon is a modern, comprehensive quality management platform that enables quality assurance, DevOps and software teams of any size to deliver world-class customer experiences faster, easier, and more efficiently. The platform accelerates end-to-end software development by powering the authoring, execution, and insights of test automation across any app or environment, and flexibly integrates across a team’s architecture and processes.",,,321.0,,,,,13.68%,"Atlanta, GA",,2009.0,,Kyle Howard-Johnson,,,,27000000.0,2021-06-25,28100000.0,2.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,info@katalon.com,1-678-500-9185,,Vu,Lam,Founder and CEO,vulam@katalon.com,Deliverable,http://www.linkedin.com/in/vulam,"Vu Lam (Founder and CEO), Uy Tran (Co-Founder, COO & General Director)",,,,2024-06-22T12:16:12.000+0000,,,1.0
,,gonitro.com,"Nitro, Inc.","Nitro is a global document productivity SaaS company accelerating digital transformation in a world that demands the ability to work from anywhere, anytime, on any device. As a global player in the eSign and workflow productivity market, Nitro enables organizations to drive better business outcomes through 100% digital document processes and fast, efficient workflows. The Nitro Productivity Platform offers comprehensive SaaS business solutions, including highly secure eSigning and e-ID, powerful PDF productivity and industry-leading analytics, all supported by a superior customer success team. Nitro has over 3 million licensed users and 13,000+ Business Customers in 157 countries, including over 67% of the Fortune 500 and three of the Fortune 10. Nitro is headquartered in San Francisco with nine global hubs.",,,319.0,,,,,-4.53%,"San Francisco, CA",,2005.0,,,,,,15000000.0,2017-04-04,36600000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,press@gonitro.com,1-415-651-4700,,Kurt,Johnson,Exec. Chairman,kurt.johnson@gonitro.com,Potentially Deliverable,https://www.linkedin.com/in/kurt-johnson-a811661/,"Kurt A. Johnson (Exec. Chairman), Ana Sirbu (Chief Financial Officer)",,,,,,,1.0
,,anomali.com,Anomali,"Anomali is a revolutionary AI-Powered Security Operations Platform that is the first and only solution to bring together security operations and defense capabilities into one proprietary cloud-native big data solution. At the center of it all is the best-in-class omnipresent and intelligent Anomali Copilot that automates routine tasks and empowers teams to deliver the requisite risk insights. A recognized security analytics leader with the largest global repository of actioned intelligence, customers rely on Anomali to consolidate their tech stack and give them unprecedented speed, scale, and performance at a lower cost. Be Different. Be the Anomali.",,,317.0,,,,,18.59%,"Redwood City, CA",,2013.0,,,,,,40000000.0,2018-01-10,96000000.0,6.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,info@anomali.com,1-202-282-3144,,Ahmed,Rubaie,Chief Executive Officer,ahmed.rubaie@anomali.com,Deliverable,https://www.linkedin.com/in/ahmed-rubaie-2a084113a/,"Ahmed Rubaie (Chief Executive Officer), Udit Tibrewal (Chief Financial Officer & Chief Operating Officer)",,,,,,,1.0
,,persado.com,Persado,"Persado provides the only generative AI platform that enables marketers to create personalized messages that inspire engagement and drive sales. Setting Persado apart is the company’s ability to deliver solutions that are not only scalable, but deliver both productivity and business performance. Persado Motivation AI is a class of enterprise GenAI technology that is proven to help brands inspire engagement and increase conversion. The company’s solutions use advanced machine learning, natural language processing (NLP), and deep learning transformer models to understand copy intent and create emotion-informed messages that are quantifiably proven to motivate individuals to take action. Unlike other large language models, which pull and learn from the wide internet, Persado Motivation AI is trained on a specialized dataset of real interaction and transaction data from 1.2 billion active consumers that measure and refine language, emotional response, and engagement.",,,316.0,,,,,-17.19%,"New York, NY",,2012.0,,,,,,30000000.0,2016-04-05,97500000.0,8.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,,1-646-678-3400,,Alex,Vratskides,Chief Executive Officer and Co-Founder,alex@persado.com,Deliverable,https://www.linkedin.com/in/alexvratskides/,"Alex Vratskides (Chief Executive Officer and Co-Founder), Will Dean (Chief Financial Officer)",,,,,,,1.0
,,willowinc.com,Willow,"Willow is a digital technology company that deploys digital twins for the built world to collect, organize, and analyze data. The company provides a software platform, WillowTwin and professional services, WillowDigital to accelerate digital adoption. These distinct, but related parts of their business work together to guide and build and manage the journey to smart buildings and infrastructure networks, at a project and portfolio level. WillowTwin is a ground-breaking software platform that re-imagines the digital twin for the built world. It also integrates, analyzes, and manages data at scale, delivering insights to improve the performance and experience of buildings and infrastructure networks.",,,316.0,,,,,13.36%,"Sydney, Australia",,2017.0,,,,,,12000000.0,2024-01-23,83800000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,pr@willowinc.com,611800669455,,Joshua,Ridley,CEO and Co-Founder,jridley@willowinc.com,Potentially Deliverable,https://www.linkedin.com/in/joshuaridley/,"Joshua Ridley (CEO and Co-Founder), Jon Tidd (Chief Financial Officer)",,,,,,,1.0
,,medtrainer.com,MedTrainer,"MedTrainer is on a mission to make healthcare compliance as efficient as healthcare organizations are critical. With a unified digital platform, MedTrainer accelerates compliance through education, credentialing, and documentation for more than 300,000 healthcare professionals across North America. Operate with complete visibility and enhanced organization across all compliance areas. Increase efficiency with configurable, automated workflows that reduce time to onboard providers, educate personnel, and create and verify compliance documentation. Prepare for every compliance possibility from regulatory modification to technology innovation to big-picture growth with a platform that enables you to operate at the pace of change.",,,315.0,,,,,8.65%,"Las Vegas, NV",,2013.0,,,,,,43000000.0,2022-04-13,54710000.0,2.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,"Governance, Risk & Compliance Software",info@medtrainer.com,1-888-337-0288,,Steve,Gallion,"Co-Founder, Chief Executive Officer",steve@medtrainer.com,Deliverable,https://www.linkedin.com/in/stevegallion/,"Steve Gallion (Co-Founder, Chief Executive Officer), Jorge Fernandez (Co-Founder)",,,,,,,1.0
,,leena.ai,Leena AI,"Leena AI's Gen AI-powered Autonomous Agent is designed for global enterprises. Equipped with Leena AI’s proprietary large language model, WorkLM, Leena AI empowers enterprises worldwide to redefine how employees get work done, delivering a transformative impact on productivity and efficiency. Our Gen AI agent reduces IT, HR, and Finance tickets and ensures a unified experience for all enterprise employees, by bringing their entire techstack together. We guarantee a 70% self-service ratio in the contract. WorkLM, built on Leena AI's breakthrough language model architecture, possesses an unparalleled predictive text generation capability, producing human-like responses in context.",,,314.0,,,,,-0.95%,"San Francisco, CA",,2015.0,,,,,,30000000.0,2021-09-28,40120000.0,5.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Human Resource (HR) Software,support@leena.ai,1-650-690-6283,,Adit,Jain,Co-Founder and Chief Executive Officer,adit@leena.ai,Deliverable,https://www.linkedin.com/in/adit-jain-leena-ai/,"Adit Jain (Co-Founder and Chief Executive Officer), Anand Prajapati (Co-Founder)",,,,,,,1.0
,,airship.com,Airship,"No one knows more, does more, or cares more than Airship when it comes to helping brands master mobile app experience (MAX). From the beginning of apps, Airship powered the first commercial messages and then expanded its data-led approach to all re-engagement channels (mobile wallet, SMS, email), app UX experimentation, no-code native app experience creation and App Store Optimization (ASO). Having powered trillions of mobile app interactions for thousands of global brands, Airship’s technology and deep industry expertise have enabled apps to become the digital center of customer experience, brand loyalty and monetization. With the Airship App Experience Platform and Gummicube’s ASO technology and expertise, brands now have a complete set of solutions to optimize the entire mobile app customer journey – from the point of discovery to loyalty – driving greater value for everyone involved.",,,313.0,,,,,0.96%,"Portland, OR",,2009.0,,,,,,25000000.0,2018-06-21,92910000.0,11.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,,,,press@airship.com,1-855-385-3155,,Brett,Caine,"President, Chief Executive Officer & Board Member",brett@airship.com,Deliverable,https://www.linkedin.com/in/brettcaine/,"Brett Caine (President, Chief Executive Officer & Board Member)",,,,,,,1.0
,,disqo.com,DISQO,"DISQO is a company that focuses on customer experience (CX) in the market research and advertising measurement sectors. The company offers a platform that provides insights, agile testing, and advertising measurement products, enabling businesses to understand every customer experience and make better decisions. DISQO primarily sells to the consumer brands, ad agencies, media and publishing, and market research firms sectors. DISQO was formerly known as Active Measure. It was founded in 2015 and is based in Glendale, California.",,,313.0,,,,,-16.18%,"Glendale, CA",,2015.0,,Kapil Desai,,,,85000000.0,2021-08-27,98500000.0,2.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,info@disqo.com,,,Armen,Adjemian,"Co-Founder, Chief Executive Officer",armen.adjemian@disqo.com,Deliverable,https://www.linkedin.com/in/armenadjemian/,"Armen Adjemian (Co-Founder, Chief Executive Officer), Drew Kutcharian (CTO, Co-Founder)",,,,2024-06-22T12:15:21.000+0000,,,1.0
,,locus.sh,Locus,"Locus is a leading-edge technology company solving the most challenging global logistics and supply chain problems. Locus' order-to-delivery dispatch management platform helps enterprises transform their logistics operations into growth centers through advanced optimization algorithms and intuitive workflow automation that equip businesses with the tools needed to maximize efficiency while delighting customers. Founded in 2015 and backed by GIC Singapore, Qualcomm Ventures, Tiger Global, and Falcon Edge, Locus has helped a wide range of customers globally across industries– including Unilever, Nestle, Bukalapak, The Tata Group, BlueDart, and more – execute 1 billion+ deliveries across 30+ countries across North America, Europe, Southeast Asia, the Middle East, ANZ, and the Indian subcontinent. Its technology has also helped save $280 million+ in transit costs, offsetting 70 million kilograms in CO2 emissions while maintaining a 99.5% SLA adherence ratio. The company powers deliveries across North America, Europe, Southeast Asia, the Middle East, ANZ, and the Indian Subcontinent.",,,313.0,,,,,-10.80%,"Milpitas, CA",,2015.0,,,,,,50000000.0,2021-06-02,79000000.0,8.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,"Transportation, Supply Chain & Logistics Management Software",contact@locus.sh,1-866-373-9004,,Nishith,Rastogi,Founder,nishith@locus.sh,Deliverable,https://www.linkedin.com/in/nishithrastogi,Nishith Rastogi (Founder),,,,,,,1.0
,,1nce.com,1NCE,"1NCE is the only provider of connectivity and software for IoT at a global flat rate – offering fast, secure, and reliable cellular connectivity and software services in more than 168 countries worldwide. The 1NCE IoT Lifetime Flat fee is designed to last over the entire lifetime of an IoT device with a one-off payment of $10 for 10 years, making IoT applications affordable and scalable for smart utilities, asset tracking, vehicle telematics and other uses. The company – founded in 2017 by our CEO Alexander P. Sator together with Deutsche Telekom AG – is headquartered in Cologne, Germany and has over 350 staff in Amsterdam, Cologne, Hamburg, Hong Kong, London, Miami, Paris, Riga, Rome, and Warsaw.",,,312.0,,,,,35.22%,"Cologne, Germany",,2017.0,,,,,,,2022-06-08,50000000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,,,,Alexander,Sator,"Founder, Managing Director, Chief Executive Officer",alexander.sator@1nce.com,Deliverable,https://www.linkedin.com/in/alexander-p-sator-97622415a/,"Alexander P. Sator (Founder, Managing Director, Chief Executive Officer), Ivo Rook (Chief Operating Officer, President, & Managing Director)",,,,,,,1.0
,,ripio.com,Ripio,"At Ripio we have been building Blockchain-based financial products for 8 years. As one of the first crypto companies in Latin America, we focus on developing and strengthening the new digital economy, offering financial alternatives to traditional banking solutions to reach all segments of the population. We currently have 2 Million users and a team of over 280 professionals in Argentina, Brazil, Mexico, Uruguay, Colombia, Spain and the US, which makes us one of the largest crypto startups in the region. Among our main investors are some of the most renowned names in Silicon Valley, such as Tim Draper, Medici Ventures, Digital Finance Group and Digital Currency Group. Our main product is a digital wallet designed for those users that want to buy and store crypto but don’t necessarily know how to read the market or trade crypto assets.",,,311.0,,,,,-7.21%,"Grand Haven, MI",,2013.0,,,,,,,2022-08-01,54850000.0,11.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Financial Software,soporte@ripio.com,,,Sebastian,Serrano,Co-Founder and CEO,sebastian@ripio.com,Deliverable,https://www.linkedin.com/in/sebastianserrano/,Sebastian Serrano (Co-Founder and CEO),,,,,,,1.0
